lat,lon,pop
33.926082783333335,-93.05344965,6.0
34.08593676195532,-92.80903967595319,47.0
33.99303228892222,-92.56509214698333,18.0
33.94974741666667,-92.34294,6.0
33.908202562,-92.0405711349,1.0
33.890713,-91.465724,1.0
33.926093,-91.2789715,2.0
34.1169444703,-84.4977287652,1.0
33.973033754300005,-84.2853389614,2.0
33.92575968145,-78.95254378569999,2.0
34.076908804175,-78.276858994725,4.0
34.307509806199995,-119.19948738953333,3.0
34.303796111100006,-119.03155166666666,3.0
34.331757425999996,-118.54320897125,2.0
34.22305954657,-118.17604727164,30.0
34.17528777936374,-118.00312612447895,171.0
34.2122574266,-117.76626948575313,32.0
34.2772240955,-117.3984661153,1.0
34.25641988405385,-117.24965186550769,13.0
34.20096911135,-116.92609305948334,6.0
34.207756536383336,-116.83215792728333,6.0
34.15903812375,-116.5552731731,4.0
34.2991676331,-113.4375,1.0
34.2077680999,-111.98697756,1.0
34.32167601005,-111.09043965225001,2.0
34.2869988648,-110.6717018263,1.0
34.2660814311,-110.5728751223,1.0
34.1675162968,-110.0184326246,1.0
34.184445,-108.5586916667,1.0
34.2789961013,-106.8516303757,1.0
34.2921174925,-94.17625716305,2.0
34.339129,-93.475283,1.0
34.348147,-93.295388,3.0
34.349996083600004,-92.6673112295,2.0
34.125741,-92.574799,2.0
34.235038,-92.304822,1.0
34.227351,-91.909924,1.0
34.24376,-91.202141,1.0
34.2245006021,-85.68828694105,2.0
34.348700995466665,-84.4353178132,3.0
34.2548142583,-83.7890625,1.0
34.2665808591,-78.637975749,1.0
34.502783918145454,-120.15533322397273,11.0
34.50808997180769,-120.0276808634423,26.0
34.49253797495555,-119.7180325740889,9.0
34.488277552119996,-119.529380310884,25.0
34.482031688297674,-119.1943908169721,43.0
34.47808488955,-118.94395999208636,22.0
34.49350640752308,-118.79930046496155,13.0
34.42654948695,-118.03240020794999,2.0
34.414856876975,-117.80945400995,4.0
34.6066665649,-113.5683364868,1.0
34.5506866667,-112.3894883333,1.0
34.463644584,-112.24441915519999,3.0
34.4647361111,-111.9778277778,1.0
34.4369888889,-111.8677055556,1.0
34.4071996049,-111.224710579,1.0
34.47954376765,-94.05607274035,2.0
34.5407782859,-93.6653483992,1.0
34.5474270634,-93.0933759854,1.0
34.484514218399994,-92.4015343858,2.0
34.502872964025,-92.302261937075,4.0
34.467985992833334,-91.25407438033334,3.0
34.38460555556667,-91.0796861111,3.0
34.5809040752,-85.7368536196,1.0
34.52531158915,-85.4836992745,2.0
34.54289520026666,-84.28634045408334,6.0
34.52992278513333,-84.01211598409999,3.0
34.611933,-83.73913,1.0
34.5895915111,-83.3845147709,1.0
34.6183511538,-82.8985761969,1.0
34.555704592050006,-78.24763943205,2.0
34.483691198200006,-77.72976725305,2.0
34.7639946735,-120.1447312703,1.0
34.73737083778571,-120.02609566327143,7.0
34.6932036103,-119.7463373005,2.0
34.6807559064,-119.54173948105556,9.0
34.72565044494,-119.26291936631,30.0
34.799687513875,-118.9820059514,4.0
34.71916111895,-118.78914278005,2.0
34.657931560075,-118.530679523175,4.0
34.8220611957,-117.8783042461,1.0
34.6892183335,-94.4072840725,1.0
34.730701828825,-94.2516986013,4.0
34.849915,-93.407122,1.0
34.8467776773,-93.3661808973,1.0
34.7246958594,-92.8027430591,1.0
34.8476366667,-92.4889,1.0
34.79371142645555,-84.69167587112221,9.0
34.709870741816665,-84.44693681236667,6.0
34.722105295199995,-84.30450208970001,2.0
34.74601708063333,-83.9791131957,3.0
34.729197370566666,-83.7409943302,3.0
34.7627874238,-83.3813069388,1.0
34.8490999499,-82.9121576139,1.0
34.73740199635,-82.6687688519,2.0
34.8077197542,-82.5244955376,1.0
34.799535530499995,-78.6524708755,2.0
34.6679322432,-78.4262875084,1.0
34.8220032183,-77.1494558396,1.0
35.0021313839,-120.4968205239,1.0
35.1190185098,-120.3480356199,1.0
34.99294163665,-120.0052744442,2.0
34.93535583335,-118.67380805555,2.0
35.0831252822125,-118.48575345225,8.0
34.9457368727,-111.8875665218,1.0
35.00362348,-111.765480483825,4.0
34.9288095335,-111.2837273826,1.0
35.100101703,-106.40721485213334,3.0
35.01386748463333,-106.321910131,3.0
35.070203,-93.737145,1.0
34.9021302547,-92.7340996228,1.0
35.07852209325,-85.2546807995,2.0
35.0985800248,-84.8776844137,1.0
34.89178045375,-84.7491494445,2.0
34.93377946695,-84.4592671075,2.0
34.96702403261667,-83.43294493875,6.0
35.05073315498888,-83.1999280906,9.0
35.00508974182,-83.01507963694,5.0
34.9784471102,-82.81056640983333,3.0
34.96991093015,-82.44205814009999,2.0
35.048548,-77.318356,2.0
34.9326513037,-76.9336919379,1.0
34.91653,-76.3757466667,1.0
35.28685052796666,-120.69272788883333,9.0
35.252900405323075,-120.51287093304616,13.0
35.318604472299995,-120.32233533709999,2.0
35.153576668242856,-118.46171841561429,7.0
35.25175,-112.1473778333,1.0
35.2414179189,-111.63323111835,2.0
35.24889247356666,-111.56963464623334,3.0
35.1327188176,-107.1352578462,1.0
35.2095101638,-106.43012355375,24.0
35.161499675066665,-106.31688181033333,3.0
35.2047033425,-105.5704531084,1.0
35.1676445007,-93.6694412231,1.0
35.3508969001,-93.23356066715,2.0
35.36522329,-85.881421426,1.0
35.3366966667,-83.9945966667,1.0
35.16614233013333,-83.5594467683,3.0
35.22511619635,-83.31400033935,2.0
35.1443215241,-82.97249425966668,3.0
35.26919825519167,-82.68828028942501,12.0
35.29037498708,-82.49808779906,5.0
35.2290728529,-82.2529287995,1.0
35.1866716157,-77.6565412396,1.0
35.1269138333,-77.5214083333,1.0
35.58708100015,-120.9043703041,2.0
35.44756666046667,-120.73328847316667,3.0
35.375057138,-120.6036144726,1.0
35.459082117,-118.50115711651999,5.0
35.48161077575,-118.22408680755001,2.0
35.5659872122,-106.1048618123,1.0
35.5858533333,-105.79350666665,2.0
35.5417076157,-94.9267831532,1.0
35.57154580155,-94.29978853285,4.0
35.4863928247,-93.1489562988,1.0
35.61112901335,-93.04785060079999,2.0
35.5445537908,-92.3093309119,1.0
35.53344450319231,-83.9371733701282,39.0
35.50553137538889,-83.79691110026444,45.0
35.557984811236366,-83.50428483194773,44.0
35.50977122175,-83.22936892025,8.0
35.52674756457778,-83.02368047747778,9.0
35.49155980607692,-82.71095593196924,13.0
35.562108767696905,-82.52962023920928,97.0
35.49110890536154,-82.24752953737692,13.0
35.5188231204,-78.5675005834,1.0
35.504719,-76.946289,1.0
35.56324249994,-76.70499919993999,5.0
35.440759245,-76.26289979174999,2.0
35.4826108705,-76.030924692,1.0
35.853651759975,-121.32132758835,4.0
35.806457,-118.583164,1.0
35.7176927409,-118.21864430119999,5.0
35.637828,-118.120331,1.0
35.8087124084,-106.694336018,2.0
35.77337346968,-106.29620339276,5.0
35.69021022855,-105.88903534350001,2.0
35.726545,-105.8011625,2.0
35.6278459801,-104.5161996782,1.0
35.6702872077,-103.8281303644,1.0
35.67425896555,-94.93389012105,2.0
35.647792248399995,-94.3921497372,4.0
35.7728738857,-94.2905501683,3.0
35.639252,-93.959763,1.0
35.748584108742854,-93.78181092632857,7.0
35.65634262845,-93.20057172605,2.0
35.865686,-92.773524,14.0
35.74337281178571,-92.45587196824285,7.0
35.7843533,-92.0146278,2.0
35.8493184143,-86.2891859239,1.0
35.6582354939,-85.3635888059,1.0
35.7331865014,-84.9403101285,1.0
35.8387886826,-84.7330185832,1.0
35.8749492382,-84.3508575512,1.0
35.72378695845416,-83.94329471189583,24.0
35.71846288228163,-83.74032830017755,49.0
35.70935517530573,-83.49778035148385,192.0
35.713007658515,-83.23879794997,20.0
35.73716816470714,-83.05681121674286,14.0
35.76875660206667,-82.68477951588333,6.0
35.701229272015,-82.50005774764,40.0
35.71646718282941,-82.29517669771765,17.0
35.71222833,-82.0183555,1.0
35.7777425699,-80.9465852357,1.0
35.6884256936,-80.479053532,1.0
35.7503687548,-79.01929991005,2.0
35.7419959209,-78.2482878048,1.0
35.6899503667,-77.9305845799,2.0
35.7070317862,-77.822037571,1.0
35.714691792986,-76.55611792112799,50.0
35.759999529237504,-76.312624912,8.0
35.83260551008065,-75.9068627747258,62.0
35.82262675836213,-75.83275651118333,66.0
35.6549619,-75.6208088,1.0
36.1092416455,-121.4895629252,1.0
36.00914905776667,-118.70240800890001,3.0
36.0305101094,-118.51579719748572,7.0
35.96783950503333,-118.27455515933333,3.0
35.8770874785,-106.6432295838,1.0
35.90182969553334,-106.31544663271112,9.0
35.9205916876,-106.04959008,1.0
36.0323469731,-104.3628195761,1.0
35.97445523335,-93.97436138335,2.0
35.9373185721,-93.8700802245,1.0
35.8959388172,-93.2021300600625,8.0
36.0594340486,-93.06561136330001,2.0
36.0043979186,-92.4520694464,1.0
36.0791348781,-92.3258073575,1.0
36.019145075125,-91.992675546625,12.0
35.8873633333,-91.7329716667,1.0
35.9132877403,-86.8166773774,1.0
35.9640947869,-85.9375923548,1.0
35.89411087763333,-83.43148369096667,3.0
35.9215678056,-83.1823357766,1.0
35.902351156099996,-82.79241005873332,3.0
36.0025544646625,-82.4932673762125,8.0
36.01550098358333,-82.26525279166667,6.0
36.0185230286,-81.9785063377,2.0
36.033375216316664,-81.79133553953334,6.0
36.10571,-79.87759,1.0
36.0726,-79.792,1.0
36.07775007025,-79.0343218747,2.0
36.0153521147,-78.8673044298,1.0
36.0131373887,-77.20746905465,2.0
35.9072539965,-76.7030527644,1.0
35.93989387676667,-76.57453522136667,6.0
35.92190490758001,-76.23259616854,5.0
35.8832166667,-75.9540472222,1.0
35.906033644575004,-75.744309099775,4.0
35.91977083335,-75.60216083335,2.0
36.1576111509,-121.5729073393,1.0
36.24149976425,-118.7347878280375,8.0
36.14805748376667,-118.54699040483332,3.0
36.21880785805,-118.19086137900001,2.0
36.2251092948,-118.0714935814,1.0
36.2274805,-112.3401772,1.0
36.128623043,-109.104025683,1.0
36.132839404,-105.5267976295,1.0
36.1717116667,-105.2342,1.0
36.29397083335,-93.84472291665,4.0
36.334739,-92.618369,1.0
36.282581041650005,-92.23372559719999,2.0
36.29488594001666,-91.95763251743334,6.0
36.28594963025,-91.40870408815,2.0
36.1791920385,-91.30547583106666,3.0
36.1268154932,-86.6462284169,1.0
36.1484069563,-82.7842069458,1.0
36.1366142001,-82.5812762681,1.0
36.26879404266666,-82.23087959,3.0
36.25102034685,-82.05880735330001,2.0
36.21537564334286,-81.74887334881429,14.0
36.3601238156,-81.5231630583,1.0
36.3274327521,-76.7682688129,1.0
36.3285,-76.1719,1.0
36.47631454606667,-118.91781109,3.0
36.56159978892482,-118.75427084418654,141.0
36.480538899449996,-118.57240395009286,28.0
36.5803416667,-107.5483083333,1.0
36.561523,-105.627075,1.0
36.57213737344,-105.4978842377,5.0
36.578282,-105.359938,1.0
36.50661070072857,-104.9613010546857,7.0
36.5876476314,-103.3133304574,1.0
36.3799935852,-96.2763215211,1.0
36.5401616667,-93.2633625,2.0
36.468354944699996,-92.8413932175,2.0
36.4019912415,-92.5046312026,2.0
36.4883823115,-92.2006155505,1.0
36.5985986902,-91.1699952516,1.0
36.4673006149,-85.3135101854,1.0
36.519525670518185,-84.72632013802728,11.0
36.4724040634,-84.6144677909,1.0
36.4290695922,-84.0873951343,1.0
36.6064172502,-83.6649381912,1.0
36.473384926099996,-82.676314473275,4.0
36.531836379525004,-82.50212427515,4.0
36.452055781700004,-82.24182232736666,3.0
36.49891307825,-81.9004237388,2.0
36.6167797805,-81.6303201983,1.0
36.4578771816,-81.42609172575001,2.0
36.5043375172,-80.753253008,1.0
36.432155,-79.251096,1.0
36.6008776945,-78.1479550013,1.0
36.5836275735,-76.8730558455,1.0
36.53856512514,-76.45279777658,5.0
36.500654393320005,-76.36533438532,5.0
36.8481578567,-119.6215257453,1.0
36.73839144805454,-118.95812425018181,11.0
36.69646795571666,-118.7514367363389,18.0
36.79149878017619,-118.54284501222858,42.0
36.8289383333,-107.7766583333,1.0
36.7410199304,-106.4275894524,1.0
36.714429289449996,-105.25693729285001,2.0
36.73572500303333,-104.96682388886666,3.0
36.8378300415,-93.0186128102,1.0
36.6652526652,-83.7068937612,1.0
36.75495989265,-83.44543958895,2.0
36.8122877593,-82.73721695923334,3.0
36.7974395752,-82.4314117432,1.0
36.6350109513,-82.2787130107,1.0
36.78893211,-81.82715729,1.0
36.722472522349996,-81.47190473551667,12.0
36.711080935300004,-81.25015965200001,2.0
36.856225,-80.7820583333,1.0
36.717665897399996,-80.44298801325,2.0
36.85348151528571,-80.29450719478572,7.0
36.766268481299996,-79.96575559966668,3.0
36.81392193495,-78.70602310115,2.0
36.821456621150006,-78.53861484935001,2.0
36.84795385,-78.11129391,1.0
36.6579974775,-77.6911152485,1.0
36.70854798646666,-77.49757567776668,3.0
36.73054748582857,-76.49876032845714,7.0
36.6705513,-76.3641891479,1.0
37.05425523736667,-119.30873190249999,6.0
37.01201233335,-119.01061025,2.0
36.94874907698,-118.67193009370001,5.0
36.92987429586667,-118.53853202871666,6.0
36.9904388889,-118.3736388889,1.0
36.9192581177,-108.1728134155,1.0
37.0458704868,-107.8761767596,3.0
36.924796025,-106.8787887932,1.0
36.8950137189,-106.5148702492,2.0
36.938174735625,-105.20065421860001,4.0
36.914564500000004,-105.06148383333334,3.0
36.8904511779,-104.7187532333,1.0
37.06111670983333,-104.48455947665555,9.0
36.9828083333,-104.3724666667,1.0
36.9435425996,-93.03820291219999,3.0
37.0631442312,-91.1568074179,1.0
36.929908859,-84.8730618935,1.0
36.9210797199,-83.1827880232,1.0
36.9533978802,-82.95711850736667,3.0
36.9316458321125,-82.7015667778125,8.0
36.958486626224996,-82.5326229504,4.0
36.9427808053,-82.2151415348,2.0
37.1105203291,-82.0895760231,1.0
36.96427414886667,-81.49343395416666,6.0
36.90673262,-81.0743606,1.0
37.038449618133335,-80.64489414556667,3.0
37.02605266346923,-80.44489616638461,13.0
36.9922321068,-80.294168469,3.0
36.951746820050005,-80.03293597505,2.0
37.02434701595,-78.58235940694999,2.0
36.999033355150004,-78.20817246975,2.0
37.088876412350004,-77.98020385800001,2.0
37.2591803511,-119.7488300407,1.0
37.30783780233333,-119.5161568974,3.0
37.192704718875,-119.2806354068,4.0
37.25264768186,-118.97266297169999,5.0
37.211884529366664,-118.52584474336668,3.0
37.2385612603,-112.4647000505,1.0
37.2141625556,-112.2903784035,1.0
37.28365522315001,-109.67950840785,2.0
37.251663410657144,-108.4593329501,7.0
37.2711438514,-107.9301017333,1.0
37.302775103875,-107.8529023706,4.0
37.232295278340004,-106.99560843566,5.0
37.17984,-106.79511,1.0
37.23161430543333,-106.47182747229999,3.0
37.3192166667,-105.1329805,1.0
37.2412892,-105.0378424,1.0
37.143652799,-104.5333928321,1.0
37.1401777778,-81.3932638889,1.0
37.269735627,-81.25068502955,2.0
37.17527540066666,-80.98830229836666,3.0
37.232390399825,-80.4843151816125,16.0
37.19610055646667,-80.18839221901666,6.0
37.2429386229,-80.07211137524999,2.0
37.339460233333334,-79.87314024333334,3.0
37.2527022596,-79.46570271975,2.0
37.2577089983,-78.6350779132,1.0
37.2626886374,-78.3954344964,1.0
37.20903632574,-78.27923177592,5.0
37.2398861112,-77.69949260634999,2.0
37.57049652795,-120.1568785891,2.0
37.52871072285,-119.94739532746667,6.0
37.50580631486818,-119.70920018205453,22.0
37.48224167,-119.61129667,1.0
37.51508041975,-119.26987366755002,6.0
37.60279835613846,-119.02315115627692,13.0
37.456880526233334,-118.75991389296667,3.0
37.47029461615,-118.6058696732,2.0
37.5289514706,-112.7440985095,1.0
37.409993288,-110.0900162388,1.0
37.413386,-108.276776,1.0
37.61908,-107.8134,1.0
37.386284,-107.075097,1.0
37.443655516899994,-106.82250405105,2.0
37.5176233075,-104.5143127441,1.0
37.4407419231,-103.6719431847,1.0
37.4902993447,-91.0355915903,1.0
37.475045784,-82.4027902257,1.0
37.45060991055714,-80.54380797809286,14.0
37.3778176296,-80.2493911942,1.0
37.39872782,-79.986454160625,16.0
